edrpou,org_id,reg_date,full_name,address,head,r_code,region,activity,bankruptcy
05447467,NA,NA,ПІЇВСЬКИЙ ЕКСПЕРИМЕНТАЛЬНИЙ МЕХАНІЧНИЙ ЗАВОД ІНСТИТУТУ ТЕХНІЧНОЇ ТЕПЛОФІЗИКИ НАЦІОНАЛЬНОЇ АКАДЕМІЇ НАУК УКРАЇНИ,"8811 КИЇВСЬКА ОБЛ., МИРОНІВСЬКИЙ Р-Н, С.ПІЇ, ВУЛИЦЯ 1 ТРАВНЯ, 1",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,UA-32,Київська,Дослідження і розробки,в стані припинення
05447473,NA,NA,"ДЕРЖАВНЕ ДОСЛІДНО-КОНСТРУКТОРСЬКЕ ВИРОБНИЦТВО МЕДИЧНОГО ПРИЛАДОБУДУВАННЯ ІНСТИТУТУ ЕКСПЕРИМЕНТАЛЬНОЇ ПАТОЛОГІЇ, ОНКОЛОГІЇ І РАДІОБІОЛОГІЇ ІМ. Р.Є.КАВЕЦЬКОГО НАН УКРАЇНИ","3022 М.КИЇВ, ГОЛОСІЇВСЬКИЙ Р-Н, ВУЛИЦЯ ВАСИЛЬКІВСЬКА, 45",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,UA-30,Київ,"Виробництво радіологічного, електромедичного й електротерапевтичного устатковання",зареєстровано
05447496,NA,NA,ДП ДОСЛІДНЕ КОНСТРУКТОРСЬКО-ТЕХНОЛОГІЧНЕ БЮРО З ІНТЕНСИФІКАЦІЇ ТЕПЛОМАСООБМІННИХ ПРОЦЕСІВ ІНСТИТУТУ ТЕХНІЧНОЇ ТЕПЛОФІЗИКИ НАН УКРАЇНИ,"3164 М.КИЇВ, СВЯТОШИНСЬКИЙ Р-Н, ВУЛИЦЯ АКАДЕМІКА БУЛАХОВСЬКОГО, 2",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,UA-30,Київ,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
05447504,NA,NA,ЛЬВІВСЬКИЙ ЦЕНТР ІНСТИТУТУ КОСМІЧНИХ ДОСЛІДЖЕНЬ НАЦІОНАЛЬНОЇ АКАДЕМІЇ НАУК УКРАЇНИ ТА НАЦІОНАЛЬНОГО КОСМІЧНОГО АГЕНТСТВА УКРАЇНИ,"79060 М.ЛЬВІВ, ФРАНКІВСЬКИЙ Р-Н, ВУЛИЦЯ НАУКОВА, 5А",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,UA-46,Львівська,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
05447510,NA,NA,"ДП ""СПЕЦІАЛЬНЕ КОНСТРУКТОРСЬКО-ТЕХНОЛОГІЧНЕ БЮРО ІНСТИТУТУ ПРОБЛЕМ МАШИНОБУДУВАННЯ ІМ. А.М. ПІДГОРНОГО"" НАЦІОНАЛЬНОЇ АКАДЕМІЇ НАУК УКРАЇНИ","61046 М.ХАРКІВ, ФРУНЗЕНСЬКИЙ Р-Н, ВУЛИЦЯ АКАДЕМІКА ФІЛІППОВА, 9/17",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,UA-63,Харківська,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
05447585,NA,NA,"ДП ЛІКУВАЛЬНО-ОЗДОРОВЧИЙ ПАНСІОНАТ ""АГАРСЬКИЙ МИС"" НАЦІОНАЛЬНОЇ АКАДЕМІЇ НАУК УКРАЇНИ","71100 ЗАПОРІЗЬКА ОБЛ., М.БЕРДЯНСЬК, ВУЛИЦЯ МАКАРОВА, 12",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,UA-23,Запорізька,Діяльність лікарняних закладів,зареєстровано
05450185,360880698,2016-11-30,ДП КИЇВСЬКА ОФСЕТНА ФАБРИКА,"4074 М.КИЇВ, ОБОЛОНСЬКИЙ Р-Н, ВУЛИЦЯ БЕРЕЖАНСЬКА, 1",МІНІСТЕРСТВО ФІНАНСІВ УКРАЇНИ,UA-30,Київ,Друкування іншої продукції,зареєстровано
05450191,NA,NA,"ДП ""КІРОВОГРАДСЬКИЙ ЗАВОД ПО ВИРОБНИЦТВУ М'ЯСО-КІСТКОВОГО БОРОШНА ""ВЕТСАНЗАВОД""","27631 КІРОВОГРАДСЬКА ОБЛ., КІРОВОГРАДСЬКИЙ Р-Н, С.КАТЕРИНІВКА",ДЕРЖАВНА ВЕТЕРИНАРНА ТА ФІТОСАНІТАРНА СЛУЖБА УКРАЇНИ,UA-35,Кіровоградська,"Виробництво готових кормів для тварин, що утримуються на фермах",в стані припинення
05453500,NA,NA,"ДП ""ТЕРНОПІЛЬСЬКИЙ ДЕРЖАВНИЙ ЗАВОД ПО ВИРОБНИЦТВУ М'ЯСО-КІСТКОВОГО БОРОШНА""ВЕТСАНЗАВОД""","47728 ТЕРНОПІЛЬСЬКА ОБЛ., ТЕРНОПІЛЬСЬКИЙ Р-Н, С.ОСТРІВ",ДЕРЖАВНА ВЕТЕРИНАРНА ТА ФІТОСАНІТАРНА СЛУЖБА УКРАЇНИ,UA-61,Тернопільська,"Виробництво готових кормів для тварин, що утримуються на фермах",в стані припинення
05453522,NA,NA,"ДП ""НОВОТРОЇЦЬКИЙ ЗАВОД ПО ВИРОБНИЦТВУ М'ЯСОКІСТКОВОГО БОРОШНА""","75300 ХЕРСОНСЬКА ОБЛ., НОВОТРОЇЦЬКИЙ Р-Н, СМТ НОВОТРОЇЦЬКЕ, ВУЛИЦЯ КАРЛА МАРКСА, 86",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-65,Херсонська,"Виробництво готових кормів для тварин, що утримуються на фермах",в стані припинення
05453611,NA,2017-01-31,"ПОГРЕБИЩЕНСЬКЕ РАЙОННЕ ДЕРЖАВНО-КООПЕРАТИВНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ОБ'ЄДНАННЯ ПО РИБНИЦТВУ ""ПОГРЕБИЩЕРИБГОСП""","ВІННИЦЬКА ОБЛ., ПОГРЕБИЩЕНСЬКИЙ Р-Н, С.ГОПЧИЦЯ, ВУЛ. ШЕВЧУКА, БУД. 43",ДЕРЖАВНЕ АГЕНТСТВО РИБНОГО ГОСПОДАРСТВА УКРАЇНИ,UA-05,Вінницька,Прісноводне рибництво (аквакультура),зареєстровано
05453663,357824543,2016-11-30,"ДП ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ПОЛИВАНІВКА"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА СТЕПОВОЇ ЗОНИ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ","51106 ДНІПРОПЕТРОВСЬКА ОБЛ., МАГДАЛИНІВСЬКИЙ Р-Н, С.РАДЯНСЬКЕ",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,UA-12,Дніпропетровська,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
05453686,NA,NA,"ДП ШОВКОГОСПОДАРСТВО ""КУМІВСЬКЕ""","63332 ХАРКІВСЬКА ОБЛ., КРАСНОГРАДСЬКИЙ Р-Н, С.ПІЩАНКА, ВУЛИЦЯ ЛЕНІНА, 5",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-63,Харківська,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
05453692,NA,NA,"ДП - ШОВКОГОСПОДАРСТВО ""САХНОВЩИНСЬКЕ""","64501 ХАРКІВСЬКА ОБЛ., САХНОВЩИНСЬКИЙ Р-Н, СМТ САХНОВЩИНА, ВУЛИЦЯ ЗАВІРЮХИ, 44",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-63,Харківська,Розведення інших тварин,зареєстровано
05453700,NA,NA,"ДП ""ДОСЛІДНЕ ГОСПОДАРСТВО "" НОВА ПЕРЕМОГА "" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА ПОЛІССЯ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК ""","13122 ЖИТОМИРСЬКА ОБЛ., ЛЮБАРСЬКИЙ Р-Н, С.СТАРА ЧОРТОРИЯ, ВУЛИЦЯ МОЛОДІЖНА,",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,UA-18,Житомирська,Змішане сільське господарство,зареєстровано
05453769,NA,NA,"ДП ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ЗОРЯ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА ЗАХІДНОГО ПОЛІССЯ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","31343 ХМЕЛЬНИЦЬКА ОБЛ., ХМЕЛЬНИЦЬКИЙ Р-Н, С.ПИРОГІВЦІ",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,UA-68,Хмельницька,Змішане сільське господарство,зареєстровано
05453953,58786848,2016-03-31,"ДП ""БЕРЕЗНЕГУВАТСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","56200 МИКОЛАЇВСЬКА ОБЛ., БЕРЕЗНЕГУВАТСЬКИЙ Р-Н, СМТ БЕРЕЗНЕГУВАТЕ, ВУЛИЦЯ СПАРТАКА, 4",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,UA-48,Миколаївська,Надання допоміжних послуг у лісовому господарстві,зареєстровано
05457033,NA,NA,"ДЕРЖАВНИЙ ПІДРЯДНИЙ СПЕЦІАЛІЗОВАНИЙ РЕМОНТНО-БУДІВЕЛЬНИЙ ТРЕСТ ""КРИМСПЕЦГІДРОРЕМБУД""","98600 АВТОНОМНА РЕСПУБЛІКА КРИМ, М.ЯЛТА, ВУЛИЦЯ ВАСИЛЬЄВА, 16","МІНІСТЕРСТВО РЕГІОНАЛЬНОГО РОЗВИТКУ, БУДІВНИЦТВА ТА ЖИТЛОВО-КОМУНАЛЬНОГО ГОСПОДАРСТВА УКРАЇНИ",UA-43,АР Крим,Будівництво житлових і нежитлових будівель,порушено справу про банкрутство
05459097,NA,NA,"ДП ""БЕРШАДСЬКИЙ СПИРТОВИЙ ЗАВОД""","24400 ВІННИЦЬКА ОБЛ., БЕРШАДСЬКИЙ Р-Н, М.БЕРШАДЬ, ВУЛИЦЯ ЧКАЛОВА, 1",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-05,Вінницька,"Дистиляція, ректифікація та змішування спиртних напоїв",в стані припинення
05459105,NA,NA,"ДП ""ГАЙСИНСЬКИЙ СПИРТОВИЙ ЗАВОД""","23700 ВІННИЦЬКА ОБЛ., ГАЙСИНСЬКИЙ Р-Н, М.ГАЙСИН, ВУЛИЦЯ ПЛЕХАНОВА, 28",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-05,Вінницька,Виробництво іншої хімічної продукції,порушено справу про банкрутство
05459111,NA,NA,ДП КАЛИНІВСЬКИЙ ЕКСПЕРИМЕНТАЛЬНИЙ ЗАВОД ПО ФРАКЦІОНУВАННЮ ОЛІЇ ТА ЖИРІВ,"22400 ВІННИЦЬКА ОБЛ., КАЛИНІВСЬКИЙ Р-Н, М.КАЛИНІВКА, ВУЛИЦЯ ДЗЕРЖИНСЬКОГО, 1",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-05,Вінницька,"Дистиляція, ректифікація та змішування спиртних напоїв",зареєстровано
05459128,NA,NA,"ДП ""МАРТИНІВСЬКИЙ СПИРТОВИЙ ЗАВОД""","23134 ВІННИЦЬКА ОБЛ., ЖМЕРИНСЬКИЙ Р-Н, С.МАРТИНІВКА, ВУЛИЦЯ ЛЕНІНА, 1",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-05,Вінницька,"Дистиляція, ректифікація та змішування спиртних напоїв",в стані припинення
05459134,NA,NA,ДП НЕМИРІВСЬКИЙ СПИРТОВИЙ ЗАВОД,"22800 ВІННИЦЬКА ОБЛ., НЕМИРІВСЬКИЙ Р-Н, М.НЕМИРІВ, ВУЛИЦЯ ГОРЬКОГО, 31",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-05,Вінницька,"Дистиляція, ректифікація та змішування спиртних напоїв",в стані припинення
05459140,NA,NA,"ДП ""БДЖІЛЬНЯНСЬКИЙ СПИРТОВИЙ ЗАВОД""","23840 ВІННИЦЬКА ОБЛ., ТЕПЛИЦЬКИЙ Р-Н, С.БДЖІЛЬНА, ВУЛИЦЯ РАДЯНСЬКА, 53",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-05,Вінницька,Виробництво інших основних органічних хімічних речовин,порушено справу про банкрутство
05459157,NA,NA,ДП ТРОСТЯНЕЦЬКИЙ СПИРТОВИЙ ЗАВОД,"24300 ВІННИЦЬКА ОБЛ., ТРОСТЯНЕЦЬКИЙ Р-Н, СМТ ТРОСТЯНЕЦЬ, ВУЛИЦЯ ЛЕНІНА, 14",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-05,Вінницька,"Дистиляція, ректифікація та змішування спиртних напоїв",порушено справу про банкрутство
05459163,NA,NA,"ДП ""УЛАДІВСЬКИЙ СПИРТОВИЙ ЗАВОД""","22320 ВІННИЦЬКА ОБЛ., ЛІТИНСЬКИЙ Р-Н, С.УЛАДІВКА, ВУЛИЦЯ НЕКРАСОВА, 1",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-05,Вінницька,Виробництво інших основних органічних хімічних речовин,зареєстровано
05459176,NA,NA,"ДП ""ЧЕЧЕЛЬНИЦЬКИЙ СПИРТОВИЙ ЗАВОД""","24800 ВІННИЦЬКА ОБЛ., ЧЕЧЕЛЬНИЦЬКИЙ Р-Н, СМТ ЧЕЧЕЛЬНИК, ВУЛИЦЯ 50-РІЧЧЯ СРСР, 17",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-05,Вінницька,"Дистиляція, ректифікація та змішування спиртних напоїв",порушено справу про банкрутство
05459186,NA,NA,"ДП ""ЮРКОВЕЦЬКИЙ СПИРТОВИЙ ЗАВОД""","24040 ВІННИЦЬКА ОБЛ., МОГИЛІВ-ПОДІЛЬСЬКИЙ Р-Н, С.ЮРКІВЦІ, ВУЛИЦЯ ЛЕНІНА, 291",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-05,Вінницька,Виробництво інших основних органічних хімічних речовин,порушено справу про банкрутство
05460344,43208248,2016-03-31,"ДП ""ДОСЛІДНЕ ГОСПОДАРСТВО ""КОПАНІ"" ІНСТИТУТУ ЗРОШУВАНОГО ЗЕМЛЕРОБСТВА НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","75011 ХЕРСОНСЬКА ОБЛ., БІЛОЗЕРСЬКИЙ Р-Н, С.ПЕТРІВСЬКЕ, ВУЛИЦЯ ХЕРСОНСЬКА, 20-Б",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,UA-65,Херсонська,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
05460373,302823630,2016-10-31,"ДП ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ЕЛІТНЕ"" ІНСТИТУТУ РОСЛИННИЦТВА ІМЕНІ В.Я. ЮР'ЄВА НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","62408 ХАРКІВСЬКА ОБЛ., ХАРКІВСЬКИЙ Р-Н, С-ЩЕ РАДГОСПНЕ, ВУЛИЦЯ НАСІННЕВА, 19",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,UA-63,Харківська,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
05460387,NA,NA,"ДОСЛІДНЕ ГОСПОДАРСТВО ""МЕРЕФА"" ІНСТИТУТУ ОВОЧІВНИЦТВА ТА БАШТАННИЦТВА УААН","62479 ХАРКІВСЬКА ОБЛ., ХАРКІВСЬКИЙ Р-Н, С-ЩЕ СЕЛЕКЦІЙНЕ",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,UA-63,Харківська,"Сільське господарство, мисливство та пов'язані з ними послуги",в стані припинення
05460396,NA,NA,"ДЕРЖАВНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""КОМУНАР""","62455 ХАРКІВСЬКА ОБЛ., ХАРКІВСЬКИЙ Р-Н, СМТ КОРОТИЧ,  КОРОТИЧ-1",ХАРКІВСЬКА ОБЛАСНА ДЕРЖАВНА АДМІНІСТРАЦІЯ,UA-63,Харківська,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
05460404,NA,NA,"ДП ""ДОСЛІДНЕ ГОСПОДАРСТВО ""БОРКИ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА ПІВНІЧНОГО СХОДУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","63421 ХАРКІВСЬКА ОБЛ., ЗМІЇВСЬКИЙ Р-Н, С.БІРКИ, ВУЛИЦЯ ЛЕНІНА, 2- А",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,UA-63,Харківська,Розведення свійської птиці,зареєстровано
05460427,357540825,2016-11-30,"ДП ""ДОСЛІДНЕ ГОСПОДАРСТВО ""КУТУЗІВКА"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА ПІВНІЧНОГО СХОДУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","62405 ХАРКІВСЬКА ОБЛ., ХАРКІВСЬКИЙ Р-Н, С-ЩЕ КУТУЗІВКА, ВУЛИЦЯ ШКІЛЬНА, 6",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,UA-63,Харківська,Розведення великої рогатої худоби молочних порід,зареєстровано
05460441,NA,NA,"ДП ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ЧЕРВОНА ХВИЛЯ"" ІНСТИТУТУ РОСЛИННИЦТВА ІМЕНІ В.Я. ЮР'ЄВА НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","62650 ХАРКІВСЬКА ОБЛ., ВЕЛИКОБУРЛУЦЬКИЙ Р-Н, С-ЩЕ ЧЕРВОНА ХВИЛЯ, ВУЛИЦЯ ЦЕНТРАЛЬНА, 13",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,UA-63,Харківська,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
